location, bedroom, housetype, carpet_area, status, transatcion, furnishing, balcony, park_count,bath, ownership, facing, price_in_Lac
  Undri,2,Flat,680,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,51
  EON Free Zone Kharadi,2,Flat,950,Ready to Move,Resale,Unfurnished,1,2,1,Freehold,East,104
  Sopan Baug,3,Flat,1187,Ready to Move,New Property,SemiFurnished,0,3,NA,NA,NA,170
  Alandi Road,2,Flat,660,Possession by Jun 21,New Property,Unfurnished,0,2,NA,NA,NA,42.9
  Moshi,2,Flat,NA,Possession by Dec 22,New Property,Unfurnished,0,2,NA,NA,NA,34.7
  Kiwale Dehu Road,2,Flat,680,Ready to Move,New Property,Unfurnished,0,2,3,NA,NA,44
  Hinjewadi,2,Flat,692,Possession by Dec 23,New Property,Unfurnished,1,2,NA,NA,NA,50.6
  Hinjewadi,2,Flat,656,Possession by Jun 22,New Property,Unfurnished,0,2,NA,NA,NA,59.3
  Handewadi,2,Flat,71,Ready to Move,New Property,Unfurnished,0,2,NA,NA,NA,50
  Undri,2,Flat,784,Possession by Dec 22,New Property,Unfurnished,1,2,NA,NA,NA,64
  Hadapsar,2,Flat,794,Possession by Dec 21,New Property,Unfurnished,0,2,NA,NA,NA,48.8
  NIBM Annexe,2,Flat,NA,Ready to Move,New Property,Unfurnished,0,2,NA,NA,NA,66.5
  Dhanori Lohegaon Road,2,Flat,NA,Ready to Move,New Property,Unfurnished,0,2,NA,NA,NA,62
  Dhanori,3,Flat,877,Possession by Dec 22,New Property,SemiFurnished,1,2,2,Freehold,East,62.8
  Hinjewadi Phase 3,2,Flat,885,Possession by Jul 22,New Property,Unfurnished,0,2,NA,NA,NA,69.8
   NIBM Road,3,Flat,1032,Possession by Dec 22,New Property,Unfurnished,0,3,NA,NA,NA,109
  Hadapsar,2,Flat,NA,Possession by Dec 23,New Property,Unfurnished,0,2,NA,NA,NA,58.5
  Wagholi,2,Flat,656,Possession by Mar 21,New Property,Unfurnished,1,2,2,Freehold,East,38.8
  Hadapsar,3,Flat,NA,Possession by Jul 23,New Property,Unfurnished,1,3,NA,NA,NA,95
  Yashwant NagarKharadi,2,Flat,730,Possession by Mar 23,New Property,Unfurnished,1,2,2,Freehold,East,61
  Kharadi,2,Flat,750,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,North,72
  Manjri Manjri Budruk,2,Flat,691,Possession by Mar 24,New Property,Unfurnished,1,2,NA,NA,NA,50
  Hadapsar,2,Flat,550,Possession by Mar 22,New Property,Unfurnished,0,2,NA,NA,NA,38.8
  Mamurdi Dehu Road,2,Flat,824,Possession by Sep 23,New Property,Unfurnished,1,2,NA,NA,NA,67
  Hinjewadi,1,Flat,440,Ready to Move,Resale,Furnished,1,1,1,Freehold,East,39
  Keshav Nagar Mundhwa,3,Flat,975,Possession by Oct 21,New Property,SemiFurnished,1,3,3,Freehold,East,109
  Mahalunge,1,Flat,468,Possession by Jun 23,New Property,Unfurnished,1,1,NA,NA,NA,43
  Erandwane,5,Flat,NA,Ready to Move,Resale,Unfurnished,1,NA,NA,Freehold,NA,316
  Sinhagad Road,1,Flat,NA,NA,Resale,NA,1,2,1,NA,NA,34.6
Undri,3,House,NA,Ready to Move,Resale,Unfurnished,2,2,2,Freehold,NA,180
 Kondhwa Budruk,0,Flat,NA,NA,Resale,NA,0,NA,NA,Freehold,NA,61.9
 Wakad,2,Flat,710,Ready to Move,New Property,Unfurnished,0,2,2,NA,East,67
  Talegaon Dabhade,2,Flat,630,Possession by Dec 22,New Property,Unfurnished,1,1,NA,NA,NA,34.9
  Mangalwar Peth Kasba Peth,3,Flat,1370,Possession by Jun 23,New Property,Unfurnished,1,3,NA,NA,NA,252
  Talegaon Dabhade,1,Flat,423,Possession by Dec 22,New Property,Unfurnished,1,1,NA,NA,NA,23.5
  Tathawade Dattwadi,2,Flat,NA,Possession by Jun 23,New Property,Unfurnished,1,2,NA,NA,NA,68
  Chikhali,2,Flat,624,Possession by Aug 21,New Property,Unfurnished,0,2,NA,NA,NA,38.2
  Viman Nagar,1,Flat,504,Possession by Jun 23,New Property,Unfurnished,1,1,NA,NA,NA,61.5
  Ravet Pimpri Chinchwad,3,Flat,785,Ready to Move,New Property,Unfurnished,0,2,NA,NA,NA,72.4
  Charholi Budruk,2,Flat,621,Possession by Sep 23,New Property,SemiFurnished,0,2,NA,NA,NA,48
  Lohegaon,1,Flat,450,Possession by Mar 23,New Property,Unfurnished,1,1,NA,NA,NA,37
  Moshi,2,Flat,679,Possession by Dec 23,New Property,Unfurnished,1,2,NA,NA,NA,0
  Ravet Pimpri Chinchwad,2,Flat,750,Possession by Nov 23,New Property,Unfurnished,0,2,NA,NA,NA,50
  Hinjewadi,2,Flat,705,Possession by Dec 23,New Property,SemiFurnished,1,2,NA,NA,NA,52.5
  Baner,3,Flat,NA,Possession by Dec 22,New Property,Unfurnished,1,2,NA,NA,NA,139
   Baner,2,Flat,761,Possession by Mar 22,New Property,Unfurnished,0,2,NA,NA,NA,88.2
  Sinhagad Road,2,Flat,1014,Possession by Dec 22,New Property,SemiFurnished,1,2,NA,NA,NA,140
  Hinjewadi,2,Flat,691,Possession by Dec 23,New Property,Unfurnished,0,2,NA,NA,NA,61.3
  Ravet Pimpri Chinchwad,2,Flat,830,Possession by Sep 22,New Property,Unfurnished,1,2,NA,NA,NA,63.7
  Ambe Gaon,2,Flat,630,Possession by Dec 21,New Property,Unfurnished,1,2,NA,NA,NA,56.3
  Phursungi,2,Flat,735,Possession by Dec 21,New Property,Unfurnished,0,2,NA,NA,NA,44
  Tathawade Dattwadi,2,Flat,692,Possession by Dec 23,New Property,Unfurnished,1,2,NA,NA,NA,45.1
  Sus,2,Flat,885,Possession by Dec 23,New Property,Unfurnished,1,2,NA,NA,NA,73
  Punawale Pimpri Chinchwad,2,Flat,NA,Possession by Jun 22,New Property,Unfurnished,0,2,NA,NA,NA,54
  Lohegaon,1,Flat,521,Ready to Move,New Property,Unfurnished,1,1,NA,NA,NA,37.4
  Punawale Pimpri Chinchwad,2,Flat,747,Possession by Dec 25,New Property,Unfurnished,0,2,NA,NA,NA,55.9
  Balewadi,1,Flat,504,Possession by Jun 22,New Property,SemiFurnished,0,1,NA,NA,NA,59
  Baner,2,Flat,974,Ready to Move,New Property,Unfurnished,1,2,NA,NA,NA,95.2
  Dhanori,2,Flat,969,Possession by Dec 24,New Property,Unfurnished,1,2,NA,NA,NA,72
  Ravet Pimpri Chinchwad,1,Flat,495,Possession by Jun 23,New Property,Unfurnished,1,2,NA,NA,NA,40.5
  Wakad,2,Flat,743,Possession by Feb 24,New Property,Unfurnished,0,2,NA,NA,NA,66.4
  NIBM Annexe,1,Flat,532,Possession by Dec 23,New Property,Unfurnished,0,1,NA,NA,NA,34.7
  Talegaon Dabhade,2,Flat,641,Ready to Move,New Property,Unfurnished,1,2,NA,NA,NA,36
  Ravet Pimpri Chinchwad,2,Flat,738,Possession by Dec 22,New Property,Unfurnished,1,2,NA,NA,NA,63.7
  Kalyani Nagar,2,Flat,908,Possession by Jun 23,New Property,Unfurnished,0,2,NA,NA,NA,105
  Kiwale Dehu Road,2,Flat,660,Possession by Oct 25,New Property,Unfurnished,1,2,NA,NA,NA,44.4
  Ravet Pimpri Chinchwad,2,Flat,840,Possession by Dec 23,New Property,Unfurnished,0,2,NA,NA,NA,61.3
  Sus,2,Flat,700,Possession by Apr 21,New Property,Unfurnished,1,2,NA,NA,NA,53.6
  Lohegaon,1,Flat,583,Possession by Mar 23,New Property,Unfurnished,0,1,NA,NA,NA,35.6
  Kharadi,3,Flat,1180,Possession by Sep 22,New Property,Unfurnished,0,3,NA,NA,NA,124
  Mundhwa,2,Flat,656,Possession by Jan 23,New Property,Unfurnished,0,2,NA,NA,NA,66.3
  Punawale Pimpri Chinchwad,2,Flat,795,Possession by Jul 21,New Property,Unfurnished,0,2,NA,NA,NA,63.5
  Hinjewadi,2,Flat,628,Possession by Dec 21,New Property,Unfurnished,0,2,NA,NA,NA,48
  Hadapsar,2,Flat,757,Possession by Sep 22,New Property,Unfurnished,0,2,NA,NA,NA,68.6
  Hinjewadi,2,Flat,NA,Possession by Aug 21,New Property,Furnished,1,2,NA,NA,NA,30
  Wagholi,3,Flat,1020,Ready to Move,New Property,Unfurnished,1,3,NA,NA,NA,63
  Ambegaon Budruk,2,Flat,NA,Possession by Dec 23,New Property,Unfurnished,1,2,NA,NA,NA,61.6
  Kiwale Dehu Road,2,Flat,669,Possession by Aug 21,New Property,Unfurnished,0,2,NA,NA,NA,37
  Bhugaon Bavdhan,1,Flat,516,Possession by Dec 21,New Property,Unfurnished,0,1,NA,NA,NA,33.5
  Amanora Park Town,2,Flat,NA,Ready to Move,New Property,Unfurnished,1,2,NA,NA,NA,156
  Hadapsar,3,Flat,985,Ready to Move,New Property,Unfurnished,1,3,NA,NA,NA,87
  Bavdhan,1,Flat,410,Possession by Dec 21,New Property,Unfurnished,0,1,NA,NA,NA,39.1
  Pimple Saudagar Pimpri Chinchwad,2,Flat,71,Ready to Move,New Property,Unfurnished,0,2,NA,NA,NA,80
  Wagholi,3,Flat,950,Possession by Jun 23,New Property,Unfurnished,1,3,NA,NA,NA,80
  Tathawade Dattwadi,2,Flat,650,Possession by Dec 24,New Property,Unfurnished,50,2,2,Freehold,East,55.4
  Wagholi,1,Flat,525,Possession by Jun 24,New Property,Unfurnished,1,1,NA,NA,NA,32.6
  Hinjewadi,1,Flat,517,Possession by Jun 21,New Property,Unfurnished,1,1,1,Freehold,East,40.3
  Wagholi,1,Flat,494,Ready to Move,New Property,Unfurnished,1,2,NA,NA,NA,27
  Wakad,3,Flat,966,Possession by Dec 24,New Property,Unfurnished,1,3,1,Freehold,East,110
  Tathawade Dattwadi,2,Flat,680,Possession by Dec 22,New Property,Unfurnished,1,2,3,Freehold,East,44.9
  Manjri Manjri Budruk,2,Flat,NA,Ready to Move,New Property,Unfurnished,0,2,NA,NA,NA,59
  Chikhali,2,Flat,571,Ready to Move,New Property,Unfurnished,0,2,NA,NA,NA,33.6
